date,sentiment_mean,sentiment_std,sentiment_max,sentiment_min,sentiment_count,positive_ratio,negative_ratio,sentiment_range,sentiment_mom_3d,sentiment_mom_7d,bull_bear_ratio
2026-03-23,0.06640197107425103,0.47173210612963956,0.9485329389572144,-0.9548985362052917,78,0.21794871794871795,0.1282051282051282,1.903431475162506,-0.06681077853944647,-0.11021546736942646,1.6999867401034274
2026-03-24,-0.07023183951775233,0.41136854854719396,0.9430721402168274,-0.9714748859405518,60,0.1,0.18333333333333332,1.9145470261573792,-0.05592385630067596,-0.10471586380559551,0.5454515702641622
2026-03-25,-0.11111275255680084,0.454433349730621,0.9285114407539368,-0.9721031785011292,50,0.1,0.22,1.900614619255066,-0.03831420700010071,-0.09841987087486533,0.4545433884391435
2026-03-26,-0.13867329916016,0.44977595533831677,0.894644021987915,-0.9642277359962463,61,0.08196721311475409,0.26229508196721313,1.8588717579841614,-0.10667263041157105,-0.09912971709715913,0.3124988085982922
2026-03-27,-0.2573536543051402,0.43816633746412154,0.8949812054634094,-0.9707480669021606,75,0.04,0.3466666666666667,1.86572927236557,-0.16904656867403367,-0.11111484016545611,0.11538428254533882
2026-03-28,-0.16445799608056139,0.42772092985859034,0.9366232752799988,-0.9687175750732422,82,0.06097560975609756,0.25609756097560976,1.905340850353241,-0.18682831651528717,-0.11990989585781289,0.23809430839365295
2026-03-29,0.0017581244309743246,0.4468037417691544,0.9036045074462891,-0.9027251601219177,30,0.16666666666666666,0.16666666666666666,1.8063296675682068,-0.14001784198490905,-0.09623849230216992,0.9999940000359998
2026-03-30,-0.11322059823820989,0.40963611751599804,0.9323194026947021,-0.9689462780952454,96,0.09375,0.23958333333333334,1.9012656807899475,-0.09197348996259896,-0.12189885934680719,0.3913027145625827
2026-03-31,-0.06123106600193495,0.4688220208438875,0.9496795535087585,-0.9638062119483948,89,0.12359550561797752,0.20224719101123595,1.9134857654571533,-0.057564513269723484,-0.12061303455883328,0.611108089521113
2026-04-01,-0.007681976697024177,0.3977636265356421,0.9306769967079163,-0.9751539826393127,85,0.11764705882352941,0.11764705882352941,1.905830979347229,-0.06071121364572298,-0.10583720943600804,0.9999915000722494
2026-04-02,-0.2036109861363186,0.4440684458033127,0.9156594276428223,-0.9679418206214905,89,0.0449438202247191,0.2808988764044944,1.8836012482643127,-0.09084134294509255,-0.11511402186117356,0.15999943040202777
2026-04-03,-0.15179255486714957,0.3964266893893781,0.8933058977127075,-0.9717233777046204,101,0.04950495049504951,0.2376237623762376,1.8650292754173279,-0.12102850590016408,-0.10003386479860346,0.20833245660091182
2026-04-04,-0.07126795597698378,0.3999304033110681,0.926529049873352,-0.9688020348548889,92,0.07608695652173914,0.15217391304347827,1.895331084728241,-0.1422238323268173,-0.0867210019266638,0.49999671430730597
2026-04-05,-0.11433874308199123,0.41060130238206705,0.9263625741004944,-0.9563544988632202,69,0.07246376811594203,0.2028985507246377,1.8827170729637146,-0.11246641797537484,-0.1033062687142303,0.3571410969474507
2026-04-06,0.020275579328122347,0.43596874242485883,0.9343457818031311,-0.9662812352180481,115,0.16521739130434782,0.1391304347826087,1.9006270170211792,-0.05511037324361753,-0.08423538620475428,1.1874914649050958
2026-04-07,-0.024025587888246172,0.46896045950442594,0.9394116401672363,-0.9699310660362244,89,0.15730337078651685,0.20224719101123595,1.9093427062034607,-0.03936291721403833,-0.07892031790279874,0.7777739321177801
2026-04-08,-0.004773660650793111,0.38398629027037784,0.9310339093208313,-0.9724733829498291,106,0.12264150943396226,0.1320754716981132,1.9035072922706604,-0.0028412230703056267,-0.07850484418190859,0.9285643980124151
2026-04-09,-0.0327566121004324,0.540706351885037,0.950624406337738,-0.9745154976844788,113,0.20353982300884957,0.23893805309734514,1.9251399040222168,-0.020518620213157212,-0.05409707646249627,0.8518482867090224
2026-04-10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,-0.012510090917075153,-0.03241242576718919,0.0
